"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"664","1","convex","brown","bruises","close","black","enlarging","white","scattered","grasses"
"665","0","bell","white","bruises","close","grey","enlarging","white","scattered","grasses"
"666","0","bell","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"667","0","flat","brown","bruises","close","white","enlarging","white","scattered","grasses"
"668","0","convex","yellow","bruises","close","pink","enlarging","white","solitary","grasses"
"669","0","flat","yellow","bruises","close","brown","enlarging","white","solitary","paths"
"670","0","convex","white","bruises","close","white","enlarging","white","numerous","grasses"
"671","0","convex","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"672","0","flat","brown","no bruises","close","pink","enlarging","white","several","urban"
"673","0","flat","brown","no bruises","crowded","pink","tapering","white","abundant","grasses"
"674","0","convex","yellow","bruises","crowded","white","tapering","white","several","wood"
"675","0","flat","yellow","bruises","close","white","enlarging","white","scattered","paths"
"676","0","flat","brown","no bruises","close","grey","enlarging","white","solitary","urban"
"677","0","flat","grey","no bruises","close","black","enlarging","white","several","urban"
"678","0","convex","brown","bruises","close","brown","enlarging","white","solitary","grasses"
"679","0","convex","yellow","bruises","close","white","enlarging","white","solitary","paths"
"680","0","bell","white","bruises","close","grey","enlarging","white","scattered","meadows"
"681","0","convex","white","bruises","crowded","brown","tapering","white","several","wood"
"682","0","convex","white","bruises","close","brown","enlarging","white","numerous","meadows"
"683","0","convex","yellow","bruises","crowded","white","tapering","white","several","wood"
"684","0","bell","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"685","0","convex","brown","bruises","close","pink","tapering","white","several","wood"
"686","0","convex","white","bruises","close","grey","enlarging","white","numerous","meadows"
"687","0","flat","grey","no bruises","close","black","enlarging","white","several","urban"
"688","0","bell","white","bruises","close","brown","enlarging","white","scattered","meadows"
"689","0","convex","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"690","0","convex","white","bruises","close","black","enlarging","white","scattered","grasses"
"691","0","bell","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"692","0","bell","white","bruises","close","black","enlarging","white","scattered","grasses"
"693","0","convex","brown","bruises","close","pink","enlarging","white","scattered","paths"
"694","0","flat","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"695","1","convex","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"696","0","bell","white","bruises","close","brown","enlarging","white","scattered","grasses"
"697","0","bell","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"698","1","convex","brown","bruises","close","white","enlarging","white","several","grasses"
"699","1","convex","brown","bruises","close","pink","enlarging","white","several","urban"
"700","0","flat","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"701","1","convex","brown","bruises","close","white","enlarging","white","scattered","grasses"
"702","0","flat","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"703","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","paths"
"704","0","bell","white","bruises","close","black","enlarging","white","numerous","meadows"
"705","0","flat","yellow","bruises","close","pink","enlarging","white","scattered","paths"
"706","0","flat","yellow","bruises","close","pink","enlarging","white","solitary","paths"
"707","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"708","0","sunken","brown","no bruises","close","pink","enlarging","white","solitary","urban"
"709","0","convex","white","bruises","close","black","enlarging","white","numerous","meadows"
"710","0","bell","yellow","bruises","close","grey","enlarging","white","numerous","meadows"
"711","0","flat","yellow","bruises","close","white","enlarging","white","scattered","paths"
"712","0","flat","brown","no bruises","crowded","pink","tapering","white","abundant","grasses"
"713","0","convex","white","bruises","close","white","enlarging","white","scattered","meadows"
"714","0","bell","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"715","0","bell","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"716","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"717","0","bell","white","bruises","close","black","enlarging","white","scattered","meadows"
"718","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","paths"
"719","0","convex","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"720","0","sunken","brown","no bruises","close","grey","enlarging","white","several","urban"
"721","0","flat","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"722","0","convex","white","bruises","close","black","enlarging","white","numerous","grasses"
"723","0","flat","yellow","bruises","crowded","white","tapering","white","several","wood"
"724","0","convex","brown","no bruises","crowded","pink","tapering","white","abundant","grasses"
"725","0","flat","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"726","1","convex","brown","bruises","close","black","enlarging","white","several","grasses"
"727","0","convex","white","bruises","close","white","enlarging","white","numerous","grasses"
"728","0","convex","white","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"729","0","bell","white","bruises","close","brown","enlarging","white","scattered","meadows"
"730","0","convex","white","bruises","close","white","enlarging","white","scattered","meadows"
"731","0","flat","yellow","bruises","close","white","enlarging","white","solitary","grasses"
"732","0","convex","brown","no bruises","crowded","brown","tapering","white","scattered","grasses"
"733","1","convex","white","bruises","close","black","enlarging","white","scattered","grasses"
"734","1","convex","white","bruises","close","pink","enlarging","white","scattered","urban"
"735","0","convex","white","bruises","close","grey","enlarging","white","numerous","grasses"
"736","0","bell","white","bruises","close","white","enlarging","white","scattered","grasses"
"737","0","convex","white","bruises","crowded","white","tapering","white","several","wood"
"738","1","convex","white","bruises","close","white","enlarging","white","scattered","urban"
"739","0","convex","white","bruises","close","grey","enlarging","white","scattered","grasses"
"740","0","convex","grey","no bruises","close","pink","enlarging","white","several","urban"
"741","0","convex","brown","no bruises","close","pink","enlarging","white","several","urban"
"742","0","bell","white","bruises","close","brown","enlarging","white","scattered","meadows"
"743","0","convex","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"744","0","bell","white","bruises","close","black","enlarging","white","numerous","meadows"
"745","0","flat","yellow","bruises","close","brown","enlarging","white","scattered","paths"
"746","0","convex","white","bruises","close","brown","enlarging","white","numerous","grasses"
"747","0","bell","white","bruises","close","white","enlarging","white","scattered","grasses"
"748","0","bell","white","bruises","close","white","enlarging","white","scattered","meadows"
"749","1","convex","brown","bruises","close","white","enlarging","white","several","urban"
"750","0","flat","yellow","bruises","crowded","brown","tapering","white","several","wood"
"751","0","convex","brown","bruises","close","brown","enlarging","white","scattered","paths"
"752","0","bell","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"753","0","flat","white","bruises","crowded","brown","tapering","white","several","wood"
"754","0","bell","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"755","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"756","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"757","0","flat","yellow","bruises","close","brown","enlarging","white","solitary","grasses"
"758","0","convex","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"759","0","bell","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"760","0","convex","brown","bruises","close","brown","enlarging","white","solitary","paths"
"761","0","bell","white","bruises","close","grey","enlarging","white","numerous","grasses"
"762","0","flat","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"763","0","convex","white","bruises","close","grey","enlarging","white","numerous","grasses"
"764","0","convex","brown","no bruises","close","grey","enlarging","white","several","urban"
"765","0","convex","brown","bruises","close","white","enlarging","white","scattered","paths"
"766","0","flat","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"767","0","convex","white","bruises","crowded","pink","tapering","white","several","wood"
"768","0","flat","brown","no bruises","close","grey","enlarging","white","solitary","urban"
"769","0","bell","yellow","bruises","close","grey","enlarging","white","scattered","meadows"
"770","0","bell","white","bruises","close","black","enlarging","white","numerous","meadows"
"771","0","convex","white","bruises","close","white","enlarging","white","numerous","grasses"
"772","0","bell","yellow","bruises","close","black","enlarging","white","scattered","meadows"
"773","0","convex","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"774","0","convex","yellow","bruises","crowded","pink","tapering","white","several","wood"
"775","0","flat","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"776","0","convex","yellow","bruises","close","pink","enlarging","white","scattered","grasses"
"777","1","convex","brown","bruises","close","black","enlarging","white","scattered","urban"
"778","0","convex","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"779","0","convex","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"780","0","bell","white","bruises","close","white","enlarging","white","numerous","meadows"
"781","0","convex","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"782","0","sunken","brown","no bruises","close","grey","enlarging","white","solitary","urban"
"783","0","bell","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"784","0","convex","white","bruises","close","brown","enlarging","white","scattered","meadows"
"785","0","convex","white","bruises","close","white","enlarging","white","numerous","grasses"
"786","1","convex","brown","bruises","close","white","enlarging","white","several","grasses"
"787","0","convex","brown","no bruises","close","brown","enlarging","white","several","urban"
"788","0","convex","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"789","1","convex","brown","bruises","close","black","enlarging","white","scattered","grasses"
"790","0","convex","yellow","bruises","close","pink","enlarging","white","solitary","paths"
"791","0","bell","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"792","0","flat","brown","bruises","close","pink","enlarging","white","solitary","paths"
"793","0","convex","white","bruises","close","black","enlarging","white","numerous","grasses"
"794","0","convex","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"795","1","convex","brown","bruises","close","pink","enlarging","white","several","grasses"
"796","1","convex","brown","bruises","close","brown","enlarging","white","scattered","urban"
"797","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"798","0","convex","white","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"799","1","convex","white","bruises","close","black","enlarging","white","several","grasses"
"800","0","convex","brown","bruises","close","white","enlarging","white","scattered","paths"
"801","0","bell","white","bruises","close","brown","enlarging","white","numerous","meadows"
"802","0","convex","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"803","1","convex","brown","bruises","close","brown","enlarging","white","several","urban"
"804","0","bell","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"805","0","bell","white","bruises","close","black","enlarging","white","numerous","grasses"
"806","0","flat","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"807","0","bell","white","bruises","close","black","enlarging","white","scattered","grasses"
"808","0","convex","yellow","bruises","close","pink","enlarging","white","solitary","grasses"
"809","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"810","0","convex","yellow","bruises","crowded","pink","tapering","white","several","wood"
"811","0","bell","yellow","bruises","close","grey","enlarging","white","numerous","meadows"
"812","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","meadows"
"813","1","convex","white","bruises","close","pink","enlarging","white","several","urban"
"814","1","convex","white","bruises","close","white","enlarging","white","several","grasses"
"815","1","convex","brown","bruises","close","black","enlarging","white","several","urban"
"816","0","convex","white","bruises","close","brown","enlarging","white","scattered","meadows"
"817","0","convex","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"818","0","convex","yellow","bruises","close","brown","enlarging","white","solitary","grasses"
"819","0","convex","white","bruises","crowded","white","tapering","white","several","wood"
"820","0","bell","white","bruises","close","black","enlarging","white","numerous","grasses"
"821","0","bell","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"822","0","convex","grey","no bruises","close","black","enlarging","white","several","urban"
"823","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"824","0","convex","white","bruises","close","grey","enlarging","white","scattered","grasses"
"825","0","convex","brown","bruises","close","white","enlarging","white","scattered","paths"
"826","0","convex","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"827","0","flat","white","bruises","crowded","brown","tapering","white","several","wood"
"828","0","flat","white","bruises","crowded","white","tapering","white","several","wood"
"829","0","convex","white","bruises","close","grey","enlarging","white","scattered","meadows"
"830","0","flat","yellow","bruises","crowded","pink","tapering","white","several","wood"
"831","0","sunken","grey","no bruises","close","pink","enlarging","white","several","urban"
"832","0","flat","yellow","bruises","crowded","white","tapering","white","several","wood"
"833","0","convex","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"834","0","convex","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"835","0","convex","yellow","bruises","close","pink","enlarging","white","solitary","paths"
"836","1","convex","brown","bruises","close","black","enlarging","white","several","grasses"
"837","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"838","1","convex","white","bruises","close","pink","enlarging","white","scattered","urban"
"839","0","convex","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"840","0","convex","white","bruises","close","white","enlarging","white","scattered","grasses"
"841","0","flat","yellow","bruises","crowded","white","tapering","white","several","wood"
"842","1","convex","brown","bruises","close","white","enlarging","white","several","grasses"
"843","0","bell","white","bruises","close","brown","enlarging","white","scattered","grasses"
"844","0","sunken","grey","no bruises","close","brown","enlarging","white","solitary","urban"
"845","0","convex","yellow","bruises","close","grey","enlarging","white","numerous","grasses"
"846","0","convex","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"847","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"848","0","bell","white","bruises","close","grey","enlarging","white","scattered","grasses"
"849","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"850","0","convex","white","bruises","crowded","white","tapering","white","several","wood"
"851","0","bell","white","bruises","close","black","enlarging","white","scattered","grasses"
"852","0","flat","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"853","0","sunken","grey","no bruises","close","grey","enlarging","white","solitary","urban"
"854","0","convex","white","no bruises","crowded","pink","tapering","white","abundant","grasses"
"855","0","sunken","brown","no bruises","close","brown","enlarging","white","several","urban"
"856","0","flat","brown","bruises","close","pink","enlarging","white","scattered","paths"
"857","0","flat","yellow","bruises","crowded","brown","tapering","white","several","wood"
"858","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"859","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"860","1","convex","brown","bruises","close","pink","enlarging","white","several","grasses"
"861","0","flat","brown","bruises","close","white","enlarging","white","solitary","paths"
"862","0","convex","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"863","0","flat","yellow","bruises","close","pink","enlarging","white","scattered","grasses"
"864","0","convex","white","bruises","close","grey","enlarging","white","numerous","grasses"
"865","0","convex","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"866","0","convex","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"867","0","flat","brown","no bruises","close","brown","enlarging","white","several","urban"
"868","0","flat","yellow","bruises","close","pink","enlarging","white","solitary","paths"
"869","0","convex","grey","no bruises","close","pink","enlarging","white","solitary","urban"
"870","0","convex","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"871","0","flat","brown","bruises","close","pink","enlarging","white","solitary","paths"
"872","0","convex","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"873","0","convex","yellow","bruises","close","black","enlarging","white","scattered","meadows"
"874","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"875","0","convex","white","bruises","close","brown","enlarging","white","scattered","meadows"
"876","0","convex","yellow","bruises","close","pink","enlarging","white","scattered","paths"
"877","0","convex","white","bruises","close","black","enlarging","white","numerous","meadows"
"878","0","convex","white","bruises","close","black","enlarging","white","numerous","grasses"
"879","0","flat","yellow","bruises","close","white","enlarging","white","solitary","grasses"
"880","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"881","0","flat","white","bruises","crowded","white","tapering","white","several","wood"
"882","0","flat","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"883","0","convex","white","bruises","close","white","enlarging","white","numerous","grasses"
"884","0","convex","white","bruises","close","brown","enlarging","white","numerous","grasses"
"885","0","flat","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"886","0","convex","white","bruises","crowded","pink","tapering","white","several","wood"
"887","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"888","0","flat","yellow","bruises","close","brown","enlarging","white","solitary","grasses"
"889","0","convex","yellow","bruises","close","white","enlarging","white","solitary","paths"
"890","0","convex","yellow","bruises","close","grey","enlarging","white","numerous","grasses"
"891","0","convex","brown","bruises","close","purple","tapering","white","solitary","wood"
"892","0","flat","yellow","bruises","close","pink","enlarging","white","solitary","grasses"
"893","0","convex","white","bruises","close","brown","enlarging","white","numerous","grasses"
"894","0","bell","yellow","bruises","close","grey","enlarging","white","scattered","meadows"
"895","0","convex","yellow","bruises","close","black","enlarging","white","scattered","meadows"
"896","0","convex","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"897","0","bell","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"898","0","convex","white","bruises","close","black","enlarging","white","numerous","meadows"
"899","0","convex","white","bruises","close","black","enlarging","white","scattered","meadows"
"900","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"901","0","flat","yellow","bruises","close","brown","enlarging","white","solitary","paths"
"902","0","convex","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"903","0","convex","brown","no bruises","crowded","pink","tapering","white","scattered","grasses"
"904","0","convex","white","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"905","0","convex","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"906","0","flat","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"907","1","flat","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"908","0","convex","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"909","1","flat","brown","bruises","close","pink","enlarging","white","several","urban"
"910","1","convex","brown","bruises","close","white","enlarging","white","several","grasses"
"911","0","bell","white","bruises","close","black","enlarging","white","numerous","grasses"
"912","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"913","0","convex","white","bruises","close","grey","enlarging","white","numerous","grasses"
"914","0","flat","grey","no bruises","crowded","brown","tapering","white","abundant","grasses"
"915","0","convex","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"916","0","convex","white","bruises","close","black","enlarging","white","numerous","grasses"
"917","0","convex","white","bruises","close","brown","enlarging","white","scattered","meadows"
"918","0","convex","grey","bruises","close","brown","tapering","white","solitary","wood"
"919","0","flat","brown","no bruises","crowded","black","tapering","white","abundant","grasses"
"920","0","convex","white","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"921","0","flat","brown","no bruises","crowded","pink","tapering","white","abundant","grasses"
"922","0","convex","brown","no bruises","crowded","pink","tapering","white","abundant","grasses"
"923","0","convex","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"924","0","convex","yellow","bruises","crowded","white","tapering","white","several","wood"
"925","0","flat","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"926","0","convex","brown","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"927","0","convex","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"928","1","convex","brown","bruises","close","white","enlarging","white","scattered","urban"
"929","0","convex","grey","no bruises","close","black","enlarging","white","solitary","urban"
"930","0","bell","white","bruises","close","brown","enlarging","white","numerous","meadows"
"931","0","convex","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"932","0","flat","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"933","1","flat","brown","bruises","close","brown","enlarging","white","several","grasses"
"934","0","convex","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"935","0","convex","brown","no bruises","close","brown","enlarging","white","solitary","urban"
"936","0","flat","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"937","0","convex","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"938","0","convex","brown","no bruises","crowded","pink","tapering","white","scattered","grasses"
"939","0","flat","grey","no bruises","crowded","brown","tapering","white","abundant","grasses"
"940","0","convex","e","bruises","close","purple","tapering","white","solitary","wood"
"941","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"942","0","convex","white","no bruises","crowded","brown","tapering","white","scattered","grasses"
"943","1","convex","white","bruises","close","white","enlarging","white","scattered","grasses"
"944","0","convex","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"945","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"946","0","flat","brown","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"947","0","flat","white","no bruises","crowded","brown","tapering","white","scattered","grasses"
"948","0","bell","white","bruises","close","white","enlarging","white","scattered","grasses"
"949","0","flat","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"950","1","flat","brown","bruises","close","white","enlarging","white","several","urban"
"951","1","convex","white","bruises","close","white","enlarging","white","scattered","urban"
"952","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"953","0","flat","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"954","0","convex","grey","no bruises","crowded","brown","tapering","white","abundant","grasses"
"955","0","flat","brown","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"956","0","bell","white","bruises","close","black","enlarging","white","scattered","meadows"
"957","1","convex","white","bruises","close","white","enlarging","white","several","urban"
"958","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"959","0","flat","white","bruises","crowded","brown","tapering","white","several","wood"
"960","0","convex","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"961","0","convex","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"962","0","flat","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"963","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"964","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"965","0","flat","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"966","0","flat","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"967","1","flat","brown","bruises","close","white","enlarging","white","scattered","grasses"
"968","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"969","0","convex","brown","no bruises","crowded","black","tapering","white","scattered","grasses"
"970","0","convex","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"971","0","flat","brown","no bruises","crowded","brown","tapering","white","scattered","grasses"
"972","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"973","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"974","0","convex","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"975","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"976","0","convex","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"977","0","bell","white","bruises","close","brown","enlarging","white","numerous","grasses"
"978","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"979","0","convex","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"980","0","flat","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"981","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"982","0","convex","yellow","bruises","close","grey","enlarging","white","scattered","meadows"
"983","0","flat","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"984","0","convex","brown","no bruises","crowded","black","tapering","white","scattered","grasses"
"985","1","convex","white","bruises","close","brown","enlarging","white","scattered","urban"
"986","0","convex","white","no bruises","crowded","brown","tapering","white","scattered","grasses"
"987","0","flat","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"988","0","convex","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"989","0","convex","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"990","0","convex","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"991","0","convex","yellow","bruises","close","brown","enlarging","white","numerous","meadows"
"992","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"993","0","convex","brown","no bruises","crowded","pink","tapering","white","scattered","grasses"
"994","0","flat","brown","no bruises","close","brown","enlarging","white","several","urban"
"995","0","flat","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"996","0","flat","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"997","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"998","0","flat","white","bruises","crowded","white","tapering","white","several","wood"
"999","0","bell","white","bruises","close","white","enlarging","white","numerous","meadows"
"1000","1","flat","white","bruises","close","pink","enlarging","white","several","urban"
"1001","0","convex","grey","bruises","close","brown","tapering","white","solitary","wood"
"1002","0","flat","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"1003","0","flat","brown","no bruises","crowded","black","tapering","white","scattered","grasses"
"1004","1","convex","white","bruises","close","white","enlarging","white","several","grasses"
"1005","0","convex","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"1006","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1007","0","convex","white","no bruises","crowded","black","tapering","white","abundant","grasses"
"1008","0","flat","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1009","0","convex","brown","no bruises","crowded","black","tapering","white","abundant","grasses"
"1010","0","convex","white","bruises","close","black","enlarging","white","scattered","grasses"
"1011","0","convex","white","bruises","close","grey","enlarging","white","scattered","meadows"
"1012","0","convex","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"1013","0","flat","yellow","bruises","close","pink","enlarging","white","scattered","paths"
"1014","0","flat","brown","no bruises","crowded","brown","tapering","white","scattered","grasses"
"1015","0","flat","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1016","0","flat","yellow","bruises","crowded","pink","tapering","white","several","wood"
"1017","0","flat","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"1018","0","convex","brown","bruises","close","pink","tapering","white","solitary","wood"
"1019","1","flat","brown","bruises","close","white","enlarging","white","scattered","grasses"
"1020","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"1021","0","flat","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1022","0","bell","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"1023","0","bell","white","bruises","close","black","enlarging","white","numerous","grasses"
"1024","0","convex","white","bruises","close","white","enlarging","white","scattered","meadows"
"1025","1","flat","white","bruises","close","brown","enlarging","white","several","urban"
"1026","1","flat","white","bruises","close","pink","enlarging","white","scattered","grasses"
"1027","0","convex","brown","no bruises","close","brown","enlarging","white","several","urban"
"1028","0","flat","yellow","bruises","crowded","white","tapering","white","several","wood"
"1029","0","convex","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"1030","0","convex","white","no bruises","crowded","black","tapering","white","abundant","grasses"
"1031","0","convex","grey","bruises","close","purple","tapering","white","solitary","wood"
"1032","1","convex","brown","bruises","close","brown","enlarging","white","several","grasses"
"1033","0","convex","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1034","0","flat","brown","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1035","0","convex","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1036","0","flat","white","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1037","0","convex","yellow","bruises","close","black","enlarging","white","scattered","meadows"
"1038","0","flat","yellow","bruises","crowded","brown","tapering","white","several","wood"
"1039","0","convex","grey","no bruises","close","black","enlarging","white","solitary","urban"
"1040","1","convex","brown","bruises","close","pink","enlarging","white","scattered","urban"
"1041","0","convex","yellow","bruises","close","white","enlarging","white","solitary","paths"
"1042","0","flat","brown","bruises","close","brown","enlarging","white","scattered","paths"
"1043","0","convex","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1044","0","convex","brown","bruises","close","purple","tapering","white","several","wood"
"1045","0","convex","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1046","0","convex","white","bruises","close","white","enlarging","white","scattered","grasses"
"1047","0","convex","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1048","1","flat","brown","bruises","close","brown","enlarging","white","scattered","urban"
"1049","0","convex","brown","bruises","close","pink","tapering","white","several","wood"
"1050","0","convex","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"1051","0","convex","e","bruises","close","white","tapering","white","several","wood"
"1052","0","convex","brown","bruises","close","purple","tapering","white","solitary","wood"
"1053","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1054","0","convex","yellow","bruises","close","white","enlarging","white","scattered","paths"
